name,year,radius
11 Com b,2007,12.200
11 UMi b,2009,12.300
14 And b,2008,13.100
14 Her b,2002,12.600
16 Cyg B b,1996,13.500
17 Sco b,2020,12.900
18 Del b,2008,12.500
1RXS J160929.1-210524 b,2008,18.647
24 Boo b,2018,13.900
24 Sex b,2010,13.400
24 Sex c,2010,13.900
2M0437 b,2021,13.000
2MASS J01033563-5515561 AB b,2013,12.300
2MASS J01225093-2439505 b,2013,11.209
2MASS J02192210-3925225 b,2015,16.141
2MASS J0249-0557 c,2018,12.400
2MASS J03590986+2009361 b,2024,12.200
2MASS J04414489+2301513 b,2010,12.600
2MASS J11011926-7732383 b,2024,11.900
2MASS J11550485-7919108 b,2024,12.100
2MASS J12073346-3932539 b,2004,12.900
2MASS J19383260+4603591 b,2015,13.400
2MASS J21252752-8138278 b,2024,12.400
2MASS J22362452+4751425 b,2016,12.300
30 Ari B b,2009,12.300
4 UMa b,2006,12.600
42 Dra b,2008,13.000
47 UMa b,1996,13.200
47 UMa c,2001,14.200
47 UMa d,2009,13.500
51 Eri b,2015,13.400
51 Peg b,1995,14.300
55 Cnc b,1996,13.900
55 Cnc c,2004,8.510
55 Cnc d,2002,13.000
55 Cnc e,2004,1.875
55 Cnc f,2007,7.590
6 Lyn b,2008,13.400
61 Vir b,2009,2.110
61 Vir c,2009,4.460
61 Vir d,2009,5.110
7 CMa b,2011,13.400
7 CMa c,2019,13.900
70 Vir b,1996,12.600
75 Cet b,2012,13.300
75 Cet c,2023,13.900
8 UMi b,2015,13.600
81 Cet b,2008,13.100
91 Aqr b,2013,13.100
AB Aur b,2022,12.500
AB Pic b,2005,12.300
AF Lep b,2023,13.100
AU Mic b,2020,3.957
AU Mic c,2021,2.522
AU Mic d,2023,1.020
BD+03 2562 b,2017,12.700
BD+14 4559 b,2009,13.800
BD+15 2375 b,2016,13.800
BD+15 2940 b,2013,13.700
BD+20 2457 b,2009,12.100
BD+20 2457 c,2009,12.400
BD+20 274 b,2012,13.000
BD+20 594 b,2016,2.578
BD+45 564 b,2021,13.600
BD+48 738 b,2011,13.900
BD+48 740 b,2018,13.500
BD+49 828 b,2015,13.500
BD+55 362 b,2021,14.000
BD+60 1417 b,2021,14.684
BD+63 1405 b,2021,12.400
BD-06 1339 b,2013,2.850
BD-06 1339 c,2013,8.380
BD-08 2823 b,2009,3.610
BD-08 2823 c,2009,12.500
BD-10 3166 b,2000,14.100
BD-11 4672 b,2014,14.100
BD-11 4672 c,2020,4.040
BD-13 2130 b,2007,12.500
BD-14 3065 b,2024,21.590
BD-17 63 b,2008,12.800
BD-210397 b,2023,14.000
BD-210397 c,2023,12.900
Barnard b,2024,0.764
CD Cet b,2020,1.820
CFBDSIR J145829+101343 b,2011,12.400
CFHTWIR-Oph 98 b,2021,20.849
CHXR 73 b,2006,12.300
CI Tau c,2024,13.000
COCONUTS-2 b,2021,12.442
CT Cha b,2007,24.660
CoRoT-1 b,2008,16.700
CoRoT-10 b,2010,10.870
CoRoT-11 b,2010,16.030
CoRoT-12 b,2010,16.140
CoRoT-13 b,2010,9.920
CoRoT-14 b,2010,12.220
CoRoT-16 b,2011,13.110
CoRoT-17 b,2011,11.430
CoRoT-18 b,2011,14.680
CoRoT-19 b,2011,14.460
CoRoT-2 b,2008,16.432
CoRoT-20 b,2011,9.416
CoRoT-20 c,2018,12.200
CoRoT-21 b,2012,14.572
CoRoT-22 b,2014,4.880
CoRoT-23 b,2011,11.770
CoRoT-24 b,2014,3.700
CoRoT-24 c,2014,5.000
CoRoT-25 b,2013,12.110
CoRoT-26 b,2013,14.120
CoRoT-27 b,2014,11.287
CoRoT-28 b,2015,10.705
CoRoT-29 b,2015,10.088
CoRoT-3 b,2008,11.320
CoRoT-30 b,2020,11.310
CoRoT-31 b,2020,16.365
CoRoT-35 b,2022,18.831
CoRoT-36 b,2022,15.805
CoRoT-4 b,2008,13.340
CoRoT-5 b,2009,15.558
CoRoT-6 b,2009,13.068
CoRoT-7 b,2009,1.681
CoRoT-7 c,2009,2.830
CoRoT-7 d,2022,4.310
CoRoT-8 b,2010,6.390
CoRoT-9 b,2009,11.949
CoRoTID 223977153 b,2017,6.389
DE CVn b,2018,12.400
DENIS-P J082303.1-491201 b,2013,11.900
DH Tau b,2004,30.264
DMPP-1 b,2019,5.290
DMPP-1 c,2019,3.060
DMPP-1 d,2019,1.650
DMPP-1 e,2019,1.860
DMPP-2 b,2019,14.300
DMPP-3 A b,2019,1.410
DMPP-4 b,2023,3.530
DP Leo b,2009,12.700
DS Tuc A b,2019,5.700
EPIC 201170410.02,2020,1.047
EPIC 201238110 b,2019,1.870
EPIC 201427007 b,2021,1.500
EPIC 201497682 b,2019,0.692
EPIC 201595106 b,2021,1.300
EPIC 201615463 c,2019,1.220
EPIC 201754305 d,2019,1.030
EPIC 201757695.02,2020,0.908
EPIC 201833600 c,2019,1.000
EPIC 201841433 b,2019,1.040
EPIC 205950854 c,2019,1.310
EPIC 206024342 b,2019,1.700
EPIC 206024342 c,2021,1.400
EPIC 206024342 d,2021,2.600
EPIC 206032309 b,2019,1.010
EPIC 206042996 b,2019,1.700
EPIC 206042996 c,2021,1.200
EPIC 206215704 b,2019,1.000
EPIC 206317286 b,2019,0.960
EPIC 206317286 c,2022,2.094
EPIC 211822797 b,2016,1.920
EPIC 211945201 b,2018,5.760
EPIC 212297394 b,2019,1.480
EPIC 212297394 c,2021,2.270
EPIC 212424622 b,2019,2.170
EPIC 212499991 b,2019,1.600
EPIC 212587672 b,2019,1.260
EPIC 212587672 c,2021,2.320
EPIC 212624936 b,2021,1.200
EPIC 212624936 c,2021,2.300
EPIC 212737443 b,2019,2.586
EPIC 212737443 c,2019,2.690
EPIC 220492298 b,2021,0.990
EPIC 220554210 c,2019,1.600
EPIC 220674823 b,2016,1.725
EPIC 220674823 c,2016,2.836
EPIC 228836835 b,2021,1.100
EPIC 229004835 b,2023,2.332
EPIC 246851721 b,2018,11.781
EPIC 248847494 b,2018,12.442
EPIC 249893012 b,2020,1.950
EPIC 249893012 c,2020,3.670
EPIC 249893012 d,2020,3.940
FU Tau b,2008,12.200
G 196-3 b,2024,12.000
G 264-012 b,2021,1.390
G 264-012 c,2021,1.760
G 9-40 b,2019,1.900
GJ 1002 b,2022,1.030
GJ 1002 c,2022,1.100
GJ 1061 b,2020,1.100
GJ 1061 c,2020,1.180
GJ 1061 d,2020,1.160
GJ 1132 b,2015,1.192
GJ 1132 c,2018,1.430
GJ 1148 b,2010,11.900
GJ 1148 c,2017,9.710
GJ 1151 c,2023,3.250
GJ 1214 b,2009,2.733
GJ 1252 b,2020,1.193
GJ 1265 b,2018,2.630
GJ 143 b,2019,2.610
GJ 15 A b,2014,1.550
GJ 15 A c,2018,6.670
GJ 160.2 b,2014,3.170
GJ 163 b,2013,3.250
GJ 163 c,2013,2.500
GJ 163 d,2013,5.920
GJ 179 b,2009,13.800
GJ 180 b,2014,2.430
GJ 180 c,2014,2.410
GJ 180 d,2020,2.660
GJ 2030 b,2022,2.030
GJ 2030 c,2022,12.300
GJ 2056 b,2020,4.170
GJ 229 A c,2020,2.870
GJ 229 b,2014,3.970
GJ 238 b,2024,0.566
GJ 251 b,2020,1.830
GJ 27.1 b,2014,3.660
GJ 273 b,2017,1.510
GJ 273 c,2017,1.060
GJ 3021 b,2000,13.100
GJ 3082 b,2020,2.790
GJ 3090 b,2022,2.130
GJ 3138 b,2017,1.180
GJ 3138 c,2017,1.880
GJ 3138 d,2017,3.230
GJ 317 b,2007,13.300
GJ 317 c,2018,13.500
GJ 3222 b,2022,3.400
GJ 328 b,2013,13.300
GJ 328 c,2023,4.910
GJ 3293 b,2015,5.190
GJ 3293 c,2015,4.870
GJ 3293 d,2017,2.670
GJ 3293 e,2017,1.630
GJ 3323 b,2017,1.230
GJ 3323 c,2017,1.320
GJ 3341 b,2015,2.460
GJ 338 B b,2020,3.250
GJ 3470 b,2012,4.570
GJ 3473 b,2020,1.264
GJ 3473 c,2020,2.630
GJ 3512 b,2019,14.300
GJ 3512 c,2020,9.320
GJ 357 b,2019,1.200
GJ 357 c,2019,1.660
GJ 357 d,2019,2.340
GJ 3634 b,2010,2.830
GJ 367 b,2021,0.699
GJ 367 c,2023,1.860
GJ 367 d,2023,2.330
GJ 3779 b,2018,2.750
GJ 3929 b,2022,1.090
GJ 3929 c,2022,2.260
GJ 393 b,2021,1.170
GJ 3942 b,2017,2.570
GJ 3988 b,2023,1.740
GJ 3998 b,2016,1.380
GJ 3998 c,2016,2.380
GJ 411 b,2019,1.450
GJ 414 A b,2021,2.630
GJ 414 A c,2021,8.400
GJ 422 b,2014,3.330
GJ 4276 b,2019,4.220
GJ 433 b,2011,2.330
GJ 433 c,2014,6.270
GJ 433 d,2020,2.140
GJ 436 b,2004,4.170
GJ 463 b,2022,13.000
GJ 480 b,2020,3.690
GJ 486 b,2021,1.289
GJ 504 b,2013,13.000
GJ 514 b,2022,2.130
GJ 536 b,2016,2.170
GJ 581 b,2005,4.110
GJ 581 c,2007,2.210
GJ 581 e,2009,1.170
GJ 625 b,2017,1.490
GJ 649 b,2009,10.800
GJ 667 C b,2012,2.250
GJ 667 C c,2013,1.770
GJ 667 C e,2013,1.450
GJ 667 C f,2013,1.450
GJ 667 C g,2013,1.990
GJ 674 b,2007,3.330
GJ 676 A b,2010,12.800
GJ 676 A c,2016,12.300
GJ 676 A d,2012,1.780
GJ 676 A e,2012,2.470
GJ 680 b,2022,12.000
GJ 682 b,2014,1.930
GJ 682 c,2014,2.890
GJ 685 b,2019,2.950
GJ 687 b,2014,4.320
GJ 687 c,2020,4.140
GJ 720 A b,2021,3.770
GJ 724 b,2023,3.270
GJ 740 b,2021,1.530
GJ 806 b,2023,1.331
GJ 806 c,2023,2.280
GJ 832 b,2008,13.800
GJ 849 b,2006,13.900
GJ 849 c,2014,13.800
GJ 86 b,1999,12.900
GJ 876 b,1998,13.300
GJ 876 c,2000,14.000
GJ 876 d,2005,2.510
GJ 876 e,2010,3.920
GJ 887 b,2020,1.880
GJ 887 c,2020,2.670
GJ 896 A b,2022,13.300
GJ 900 b,2024,12.400
GJ 9066 c,2020,9.600
GJ 9404 b,2023,3.480
GJ 96 b,2018,4.670
GJ 9689 b,2020,3.070
GJ 9714 b,2022,12.500
GJ 9827 b,2017,1.440
GJ 9827 c,2017,1.130
GJ 9827 d,2017,1.980
GPX-1 b,2021,16.477
GQ Lup b,2004,33.600
GSC 06214-00210 b,2010,20.176
GU Psc b,2014,14.179
Gaia-1 b,2022,13.776
Gaia-2 b,2022,14.818
Gaia22dkvL b,2024,14.100
Gl 378 b,2019,3.660
Gl 49 b,2019,2.240
Gl 686 b,2018,2.460
Gliese 12 b,2024,0.958
HAT-P-1 b,2006,14.785
HAT-P-11 b,2008,4.901
HAT-P-11 c,2018,13.300
HAT-P-12 b,2009,10.749
HAT-P-13 b,2009,14.258
HAT-P-13 c,2009,12.300
HAT-P-14 b,2010,15.917
HAT-P-15 b,2010,11.882
HAT-P-16 b,2010,14.448
HAT-P-17 b,2010,11.769
HAT-P-17 c,2010,13.100
HAT-P-18 b,2010,11.153
HAT-P-19 b,2010,11.299
HAT-P-2 b,2007,10.660
HAT-P-2 c,2023,12.400
HAT-P-20 b,2010,9.718
HAT-P-21 b,2010,12.442
HAT-P-22 b,2010,12.890
HAT-P-23 b,2010,15.334
HAT-P-24 b,2010,14.572
HAT-P-25 b,2010,12.722
HAT-P-26 b,2010,7.062
HAT-P-27 b,2011,11.430
HAT-P-28 b,2011,13.585
HAT-P-29 b,2011,13.115
HAT-P-3 b,2007,10.536
HAT-P-30 b,2011,16.141
HAT-P-31 b,2011,12.218
HAT-P-32 b,2011,22.194
HAT-P-33 b,2011,20.737
HAT-P-34 b,2011,13.417
HAT-P-35 b,2011,14.930
HAT-P-36 b,2011,14.314
HAT-P-37 b,2011,13.204
HAT-P-38 b,2012,9.247
HAT-P-39 b,2012,17.609
HAT-P-4 b,2007,14.280
HAT-P-40 b,2012,17.038
HAT-P-41 b,2012,22.978
HAT-P-42 b,2012,14.348
HAT-P-43 b,2012,13.630
HAT-P-44 b,2014,13.922
HAT-P-44 c,2014,13.000
HAT-P-45 b,2014,15.984
HAT-P-46 b,2014,14.392
HAT-P-49 b,2014,17.822
HAT-P-5 b,2007,13.563
HAT-P-50 b,2015,14.437
HAT-P-51 b,2015,13.507
HAT-P-52 b,2015,11.310
HAT-P-53 b,2015,14.773
HAT-P-54 b,2015,10.581
HAT-P-55 b,2015,14.841
HAT-P-56 b,2015,16.926
HAT-P-57 b,2015,19.504
HAT-P-58 b,2021,14.930
HAT-P-59 b,2021,12.588
HAT-P-6 b,2007,16.589
HAT-P-60 b,2021,18.282
HAT-P-61 b,2021,10.077
HAT-P-62 b,2021,12.027
HAT-P-63 b,2021,12.543
HAT-P-64 b,2021,19.089
HAT-P-65 b,2016,18.058
HAT-P-66 b,2016,17.822
HAT-P-67 b,2017,23.371
HAT-P-68 b,2020,12.016
HAT-P-69 b,2019,18.786
HAT-P-7 b,2008,16.926
HAT-P-70 b,2019,20.961
HAT-P-8 b,2008,15.693
HAT-P-9 b,2008,15.614
HATS-1 b,2012,14.594
HATS-10 b,2015,10.862
HATS-11 b,2016,18.030
HATS-12 b,2016,7.760
HATS-13 b,2015,13.585
HATS-14 b,2015,11.646
HATS-15 b,2016,12.386
HATS-16 b,2016,14.572
HATS-17 b,2016,8.709
HATS-18 b,2016,14.897
HATS-2 b,2013,12.576
HATS-22 b,2017,10.682
HATS-23 b,2017,20.849
HATS-24 b,2017,15.637
HATS-25 b,2016,14.123
HATS-26 b,2016,19.616
HATS-27 b,2016,16.814
HATS-28 b,2016,13.384
HATS-29 b,2016,14.022
HATS-3 b,2013,15.480
HATS-30 b,2016,13.171
HATS-31 b,2016,18.383
HATS-32 b,2016,14.000
HATS-33 b,2016,13.787
HATS-34 b,2016,16.029
HATS-35 b,2016,16.410
HATS-36 b,2018,12.920
HATS-37 A b,2020,6.793
HATS-38 b,2020,6.882
HATS-39 b,2018,17.598
HATS-4 b,2014,11.433
HATS-40 b,2018,17.710
HATS-41 b,2018,14.908
HATS-42 b,2018,15.693
HATS-43 b,2018,13.227
HATS-44 b,2018,11.960
HATS-45 b,2018,14.415
HATS-46 b,2018,10.122
HATS-47 b,2020,12.520
HATS-48 A b,2020,8.967
HATS-49 b,2020,8.575
HATS-5 b,2014,10.223
HATS-50 b,2017,12.666
HATS-51 b,2017,15.805
HATS-52 b,2017,15.491
HATS-53 b,2017,15.020
HATS-54 b,2019,11.377
HATS-55 b,2019,14.022
HATS-56 b,2019,18.921
HATS-57 b,2019,12.767
HATS-58 A b,2019,12.274
HATS-59 b,2018,12.621
HATS-59 c,2018,12.300
HATS-6 b,2015,11.187
HATS-60 b,2018,12.924
HATS-61 b,2018,13.395
HATS-62 b,2018,11.825
HATS-63 b,2018,13.529
HATS-64 b,2018,18.820
HATS-65 b,2018,16.825
HATS-66 b,2018,15.816
HATS-67 b,2018,18.887
HATS-68 b,2018,13.809
HATS-69 b,2018,10.593
HATS-7 b,2015,6.311
HATS-70 b,2019,15.513
HATS-71 b,2020,11.478
HATS-72 b,2020,8.097
HATS-74 A b,2021,11.568
HATS-75 b,2021,9.909
HATS-76 b,2021,12.094
HATS-77 b,2021,13.058
HATS-8 b,2015,9.785
HATS-9 b,2015,13.850
HD 100546 b,2014,77.342
HD 100655 b,2011,13.500
HD 100777 b,2007,13.700
HD 101581 b,2025,0.956
HD 101581 c,2025,0.990
HD 10180 c,2010,3.680
HD 10180 d,2010,3.450
HD 10180 e,2010,5.390
HD 10180 f,2010,5.240
HD 10180 g,2010,4.910
HD 10180 h,2010,9.400
HD 101930 b,2005,10.600
HD 102117 b,2005,8.470
HD 102195 b,2006,14.200
HD 102272 b,2008,12.900
HD 102329 b,2011,12.600
HD 102329 c,2018,13.500
HD 102365 b,2010,4.140
HD 102843 b,2019,13.100
HD 102956 b,2010,13.800
HD 103197 b,2009,5.830
HD 103720 b,2014,14.100
HD 103774 b,2013,13.300
HD 103891 b,2022,13.200
HD 103949 b,2019,3.350
HD 104067 b,2009,9.200
HD 104067 c,2024,3.690
HD 10442 b,2014,13.600
HD 104985 b,2003,12.800
HD 105618 b,2022,5.440
HD 105618 c,2022,11.900
HD 105779 b,2022,14.100
HD 106252 b,2002,12.500
HD 106270 b,2011,12.400
HD 106315 b,2017,2.440
HD 106315 c,2017,4.350
HD 10647 b,2006,13.800
HD 106515 A b,2012,12.500
HD 106906 b,2013,12.400
HD 10697 b,1999,12.800
HD 107148 b,2005,9.600
HD 107148 c,2021,4.700
HD 108147 b,2002,10.900
HD 108202 b,2023,13.100
HD 108236 b,2020,1.615
HD 108236 c,2020,2.071
HD 108236 d,2020,2.539
HD 108236 e,2020,3.083
HD 108236 f,2021,2.017
HD 108341 b,2014,13.300
HD 108863 b,2011,13.300
HD 108874 b,2002,13.600
HD 108874 c,2005,13.800
HD 109246 b,2010,13.900
HD 109271 b,2013,4.310
HD 109271 c,2013,5.270
HD 109286 b,2021,13.200
HD 109749 b,2005,11.100
HD 10975 b,2021,14.300
HD 109833 b,2022,2.888
HD 109833 c,2022,2.590
HD 109988 b,2022,12.100
HD 110014 b,2009,12.400
HD 110067 b,2023,2.200
HD 110067 c,2023,2.388
HD 110067 d,2023,2.852
HD 110067 e,2023,1.940
HD 110067 f,2023,2.601
HD 110067 g,2023,2.607
HD 110082 b,2021,3.200
HD 110113 b,2021,2.050
HD 110113 c,2021,2.114
HD 110537 b,2022,11.900
HD 11112 b,2022,12.600
HD 111232 b,2003,12.600
HD 111232 c,2022,12.200
HD 111591 b,2017,12.900
HD 111998 b,2016,12.900
HD 112300 b,2023,12.200
HD 112570 b,2023,13.100
HD 112640 b,2020,12.900
HD 113337 b,2013,13.100
HD 113337 c,2020,12.100
HD 11343 c,2022,13.900
HD 113538 b,2010,13.200
HD 113538 c,2010,13.800
HD 113996 b,2017,12.700
HD 114082 b,2022,11.209
HD 114386 b,2003,13.700
HD 114729 b,2002,13.900
HD 114783 b,2001,13.700
HD 114783 c,2018,13.400
HD 11505 b,2022,12.600
HD 11506 b,2007,12.900
HD 11506 c,2008,14.000
HD 11506 d,2022,12.300
HD 115404 A b,2022,6.090
HD 115404 A c,2022,12.500
HD 115954 b,2021,12.600
HD 116029 b,2011,13.600
HD 116029 c,2018,13.700
HD 117207 b,2004,13.400
HD 11755 b,2015,12.800
HD 117618 b,2004,8.590
HD 118203 b,2005,12.554
HD 118203 c,2024,12.400
HD 11964 b,2005,14.100
HD 11964 c,2008,5.380
HD 11977 b,2005,12.700
HD 120084 b,2013,12.700
HD 121504 b,2003,13.600
HD 12235 b,2022,3.230
HD 12235 c,2022,12.500
HD 122562 c,2022,10.100
HD 124330 b,2021,14.000
HD 12484 b,2016,13.200
HD 125271 b,2022,12.400
HD 125390 b,2019,11.900
HD 125595 b,2009,2.400
HD 125612 b,2007,13.200
HD 125612 c,2009,4.070
HD 125612 d,2009,12.700
HD 12648 b,2015,13.400
HD 126525 b,2018,10.300
HD 12661 b,2000,13.300
HD 12661 c,2002,13.400
HD 126614 b,2009,12.700
HD 127506 b,2022,5.670
HD 128311 b,2002,13.500
HD 128311 c,2005,13.000
HD 128356 b,2016,13.900
HD 129445 b,2009,13.300
HD 130322 b,1999,13.700
HD 131496 b,2011,13.400
HD 13167 b,2018,13.100
HD 13189 b,2005,12.400
HD 132406 b,2007,12.800
HD 132563 b,2011,13.600
HD 133131 A b,2016,13.600
HD 133131 A c,2016,14.300
HD 133131 B b,2016,13.300
HD 134060 b,2019,3.160
HD 134060 c,2019,5.910
HD 134606 b,2024,2.970
HD 134606 c,2024,3.370
HD 134606 d,2024,7.590
HD 134606 e,2024,1.330
HD 134606 f,2024,2.240
HD 134987 b,1999,13.500
HD 134987 c,2009,13.900
HD 135625 b,2023,13.300
HD 135694 b,2023,2.857
HD 135872 b,2022,12.800
HD 136118 b,2022,12.300
HD 136352 b,2019,1.664
HD 136352 c,2019,2.916
HD 136352 d,2019,2.562
HD 136418 b,2009,13.300
HD 136925 b,2021,13.900
HD 13724 c,2022,8.180
HD 137388 b,2011,9.320
HD 137496 b,2021,1.310
HD 137496 c,2021,12.600
HD 13808 b,2021,3.350
HD 13808 c,2021,3.130
HD 13908 b,2013,13.900
HD 13908 c,2013,12.800
HD 13931 b,2009,13.200
HD 139357 b,2008,12.100
HD 1397 b,2018,11.500
HD 14067 b,2014,12.200
HD 140901 b,2022,4.070
HD 140901 c,2022,13.400
HD 141004 b,2021,3.770
HD 141399 b,2014,14.300
HD 141399 c,2014,13.600
HD 141399 d,2014,13.700
HD 141399 e,2014,14.100
HD 141937 b,2002,12.500
HD 142 A d,2022,10.900
HD 142 b,2001,12.700
HD 142 c,2012,12.400
HD 142022 A b,2005,12.900
HD 142245 b,2011,13.100
HD 142415 b,2003,13.500
HD 143105 b,2016,13.700
HD 143361 b,2008,12.900
HD 144899 b,2022,4.770
HD 145377 b,2008,12.800
HD 145457 b,2010,13.200
HD 145675 c,2021,12.900
HD 145934 b,2015,13.400
HD 1461 b,2010,2.420
HD 1461 c,2015,2.230
HD 147018 b,2009,13.400
HD 147018 c,2009,12.700
HD 147379 b,2017,4.940
HD 147513 b,2003,13.700
HD 14787 b,2018,13.700
HD 147873 b,2016,12.800
HD 147873 c,2016,13.300
HD 148156 b,2009,13.900
HD 148164 b,2018,13.700
HD 148164 c,2018,12.800
HD 148427 b,2009,13.600
HD 149026 b,2005,8.295
HD 149143 b,2005,13.600
HD 149806 b,2022,12.300
HD 150010 b,2022,13.300
HD 1502 b,2011,13.200
HD 150706 b,2012,13.300
HD 151450 b,2022,6.940
HD 151450 c,2022,12.800
HD 152079 b,2009,13.200
HD 152581 b,2011,13.400
HD 152843 b,2021,3.410
HD 152843 c,2021,5.830
HD 15337 b,2019,1.640
HD 15337 c,2019,2.390
HD 153557 b,2022,4.770
HD 153557 c,2022,4.360
HD 153557 d,2022,11.900
HD 153950 b,2008,13.200
HD 154088 b,2021,2.460
HD 154345 b,2006,13.700
HD 154391 b,2023,12.500
HD 154672 b,2008,12.800
HD 154857 b,2004,13.300
HD 154857 c,2014,13.200
HD 155193 b,2021,14.000
HD 155358 b,2007,13.800
HD 155358 c,2007,13.900
HD 155918 b,2022,2.670
HD 155918 c,2022,12.800
HD 156098 b,2022,4.120
HD 156098 c,2022,12.800
HD 156279 b,2011,12.500
HD 156279 c,2018,12.500
HD 156411 b,2009,14.000
HD 156668 b,2010,1.870
HD 156668 c,2021,6.170
HD 156846 b,2007,12.400
HD 158038 b,2011,13.500
HD 158259 b,2020,1.282
HD 158259 c,2020,2.230
HD 158259 d,2020,2.180
HD 158259 e,2020,2.340
HD 158259 f,2020,2.350
HD 158996 b,2018,12.300
HD 15906 b,2023,2.240
HD 15906 c,2023,2.930
HD 159243 b,2013,13.700
HD 159243 c,2013,13.400
HD 159868 b,2006,13.300
HD 159868 c,2012,14.000
HD 1605 b,2015,13.800
HD 1605 c,2015,13.000
HD 160691 b,2000,
HD 160691 c,2004,
HD 160691 d,2004,3.170
HD 160691 e,2006,
HD 161178 b,2021,14.100
HD 16141 b,2000,10.900
HD 16175 b,2009,12.800
HD 162020 b,2002,12.500
HD 163607 b,2010,13.900
HD 163607 c,2010,13.300
HD 16417 b,2008,5.000
HD 164509 b,2010,14.300
HD 164595 b,2015,4.160
HD 164604 b,2009,12.300
HD 164922 b,2005,13.300
HD 164922 c,2016,3.660
HD 164922 d,2020,1.830
HD 164922 e,2021,3.230
HD 165131 b,2023,12.100
HD 165155 b,2016,13.200
HD 1666 b,2015,12.700
HD 166724 b,2012,13.000
HD 167042 b,2007,13.600
HD 167677 b,2023,13.200
HD 167768 b,2022,13.900
HD 168009 b,2021,3.050
HD 168443 b,1998,12.600
HD 168443 c,2000,12.200
HD 168746 b,2002,11.100
HD 168863 b,2022,12.700
HD 1690 b,2010,12.500
HD 16905 b,2022,12.400
HD 169142 b,2023,13.100
HD 169830 b,2000,13.200
HD 169830 c,2003,12.600
HD 170469 b,2007,14.100
HD 17092 b,2007,12.500
HD 171028 b,2007,13.200
HD 171238 b,2009,12.500
HD 17156 b,2007,12.330
HD 173416 b,2008,13.400
HD 174205 b,2022,13.000
HD 175167 b,2009,12.300
HD 175541 b,2007,14.100
HD 175607 b,2015,2.940
HD 17674 b,2017,13.900
HD 176986 b,2017,2.260
HD 176986 c,2017,2.980
HD 177565 b,2017,4.000
HD 177830 b,1999,13.500
HD 177830 c,2010,7.870
HD 178911 B b,2001,12.600
HD 179079 b,2008,5.480
HD 179949 b,2000,13.900
HD 180053 b,2018,13.300
HD 18015 b,2018,13.100
HD 180314 b,2010,12.000
HD 180617 b,2018,3.530
HD 180902 b,2009,13.500
HD 181234 b,2019,12.500
HD 181342 b,2009,13.200
HD 18143 b,2022,3.280
HD 18143 c,2022,12.500
HD 181433 b,2008,2.400
HD 181433 c,2008,14.100
HD 181433 d,2008,14.200
HD 181720 b,2009,14.000
HD 183263 b,2004,13.100
HD 183263 c,2008,12.500
HD 183579 b,2021,3.490
HD 184010 b,2022,12.100
HD 184010 c,2022,11.800
HD 184010 d,2022,14.300
HD 18438 b,2023,12.100
HD 185269 b,2006,13.800
HD 185283 b,2023,13.600
HD 18599 b,2022,2.600
HD 187085 b,2006,13.900
HD 187123 b,1998,14.200
HD 187123 c,2008,13.400
HD 18742 b,2011,13.100
HD 188015 b,2004,13.600
HD 188641 b,2022,11.900
HD 189567 b,2021,2.850
HD 189567 c,2021,2.540
HD 189733 b,2005,12.666
HD 190007 b,2020,4.060
HD 190228 b,2022,12.900
HD 190360 b,2003,13.400
HD 190360 c,2005,4.590
HD 190647 b,2007,13.400
HD 190984 b,2009,13.000
HD 191806 b,2016,12.500
HD 191939 b,2020,3.410
HD 191939 c,2020,3.195
HD 191939 d,2020,2.995
HD 191939 e,2022,13.000
HD 191939 f,2022,13.400
HD 191939 g,2022,3.740
HD 192263 b,1999,14.200
HD 192310 b,2011,4.270
HD 192310 c,2011,5.250
HD 192699 b,2007,13.400
HD 194490 b,2022,12.400
HD 195019 b,1998,13.000
HD 196050 b,2002,12.900
HD 196067 b,2012,12.300
HD 19615 b,2022,12.600
HD 196885 A b,2007,13.200
HD 197037 b,2012,13.900
HD 199509 b,2022,7.430
HD 19994 b,2003,13.600
HD 20003 b,2019,3.430
HD 20003 c,2019,3.890
HD 200964 b,2010,13.500
HD 200964 c,2010,13.700
HD 202206 c,2004,12.200
HD 202696 b,2019,
HD 202696 c,2019,
HD 202772 A b,2019,17.318
HD 203030 b,2006,14.460
HD 20329 b,2022,1.720
HD 203387 b,2022,13.100
HD 203387 c,2022,12.600
HD 2039 b,2002,12.700
HD 204313 b,2010,12.900
HD 204313 c,2015,4.310
HD 204313 e,2022,12.200
HD 204941 b,2011,10.100
HD 205158 b,2022,13.900
HD 205739 b,2008,13.600
HD 206255 b,2019,6.470
HD 206610 b,2009,13.400
HD 206893 b,2021,14.011
HD 206893 c,2022,16.365
HD 207496 b,2023,2.250
HD 20781 b,2019,1.210
HD 20781 c,2019,2.170
HD 20781 d,2019,3.250
HD 20781 e,2019,3.830
HD 20782 b,2006,13.600
HD 207832 b,2012,14.200
HD 207832 c,2012,14.000
HD 207897 b,2021,2.343
HD 20794 b,2011,1.450
HD 20794 c,2011,1.350
HD 20794 d,2011,2.040
HD 20794 e,2017,2.030
HD 208487 b,2004,14.200
HD 208527 b,2012,12.500
HD 20868 b,2008,13.700
HD 208897 b,2017,13.700
HD 209458 b,1999,15.581
HD 210193 b,2019,14.300
HD 210277 b,1998,13.600
HD 210702 b,2007,13.600
HD 211403 b,2021,12.800
HD 211810 b,2018,14.000
HD 211970 b,2019,3.660
HD 212301 b,2005,14.200
HD 212771 b,2009,13.300
