name,year,radius
Kepler-1886 b,2021,2.582
Kepler-1887 b,2021,2.925
Kepler-1888 b,2021,1.326
Kepler-1889 b,2021,2.944
Kepler-189 b,2014,1.210
Kepler-189 c,2014,2.380
Kepler-1890 b,2021,0.869
Kepler-1891 b,2021,1.521
Kepler-1892 b,2021,1.837
Kepler-1893 b,2021,1.706
Kepler-1894 b,2021,1.201
Kepler-1894 c,2023,1.210
Kepler-1895 b,2021,2.119
Kepler-1896 b,2021,3.099
Kepler-1897 b,2021,2.814
Kepler-1898 b,2021,0.934
Kepler-1899 b,2021,1.551
Kepler-19 b,2011,2.209
Kepler-19 c,2011,3.680
Kepler-19 d,2017,5.060
Kepler-190 b,2014,1.560
Kepler-190 c,2014,1.460
Kepler-1900 b,2021,1.623
Kepler-1901 b,2021,1.474
Kepler-1902 b,2021,1.176
Kepler-1903 b,2021,2.286
Kepler-1904 b,2021,1.390
Kepler-1905 b,2021,1.446
Kepler-1906 b,2021,2.776
Kepler-1907 b,2021,0.870
Kepler-1907 c,2021,1.155
Kepler-1909 b,2021,1.092
Kepler-191 b,2014,1.340
Kepler-191 c,2014,1.860
Kepler-191 d,2016,2.280
Kepler-1910 b,2021,1.184
Kepler-1911 b,2021,1.011
Kepler-1912 b,2021,1.357
Kepler-1913 b,2021,1.519
Kepler-1914 b,2021,2.943
Kepler-1915 b,2021,3.218
Kepler-1916 b,2021,2.618
Kepler-1917 b,2021,1.890
Kepler-1918 b,2021,2.298
Kepler-1919 b,2021,2.624
Kepler-192 b,2014,2.740
Kepler-192 c,2014,2.790
Kepler-192 d,2016,1.020
Kepler-1920 b,2021,2.954
Kepler-1921 b,2021,2.895
Kepler-1921 c,2023,1.410
Kepler-1922 b,2021,2.291
Kepler-1923 b,2021,1.960
Kepler-1924 b,2021,2.654
Kepler-1925 b,2021,3.002
Kepler-1926 b,2021,2.315
Kepler-1927 b,2021,3.406
Kepler-1928 b,2021,1.992
Kepler-1929 b,2021,3.073
Kepler-193 b,2014,2.390
Kepler-193 c,2014,2.750
Kepler-1930 b,2021,1.530
Kepler-1931 b,2021,2.653
Kepler-1932 b,2021,1.515
Kepler-1933 b,2021,1.180
Kepler-1934 b,2021,0.913
Kepler-1935 b,2021,2.503
Kepler-1936 b,2021,3.166
Kepler-1937 b,2021,3.023
Kepler-1938 b,2021,1.828
Kepler-1939 b,2021,1.165
Kepler-194 b,2014,1.510
Kepler-194 c,2014,2.590
Kepler-194 d,2014,2.400
Kepler-1940 b,2021,1.547
Kepler-1941 b,2021,2.650
Kepler-1942 b,2021,2.117
Kepler-1943 b,2021,1.549
Kepler-1944 b,2021,2.760
Kepler-1945 b,2021,1.289
Kepler-1946 b,2021,2.488
Kepler-1947 b,2021,1.010
Kepler-1948 b,2021,1.033
Kepler-1949 b,2021,2.220
Kepler-195 b,2014,2.030
Kepler-195 c,2014,1.550
Kepler-1950 b,2021,1.527
Kepler-1951 b,2021,2.321
Kepler-1952 b,2021,1.239
Kepler-1953 b,2021,1.286
Kepler-1954 b,2021,1.802
Kepler-1955 b,2021,1.167
Kepler-1956 b,2021,1.089
Kepler-1957 b,2021,0.944
Kepler-1958 b,2021,2.051
Kepler-1959 b,2021,1.143
Kepler-196 b,2014,1.900
Kepler-196 c,2014,2.240
Kepler-196 d,2021,2.661
Kepler-1960 b,2021,1.307
Kepler-1961 b,2021,1.619
Kepler-1962 b,2021,1.215
Kepler-1963 b,2021,0.744
Kepler-1964 b,2021,1.781
Kepler-1965 b,2021,1.354
Kepler-1966 b,2021,1.105
Kepler-1967 b,2021,0.730
Kepler-1968 b,2021,1.500
Kepler-1969 b,2021,1.682
Kepler-197 b,2014,1.020
Kepler-197 c,2014,1.230
Kepler-197 d,2014,1.220
Kepler-197 e,2014,0.910
Kepler-1972 b,2014,0.802
Kepler-1972 c,2014,0.868
Kepler-1976 b,2023,12.210
Kepler-1977 b,2023,1.660
Kepler-1978 b,2023,2.670
Kepler-1979 b,2023,29.330
Kepler-198 b,2014,2.820
Kepler-198 c,2014,2.470
Kepler-198 d,2016,1.530
Kepler-1980 b,2023,2.210
Kepler-1981 b,2023,9.230
Kepler-1982 b,2023,0.770
Kepler-1983 b,2023,2.330
Kepler-1984 b,2023,6.810
Kepler-1985 b,2023,2.270
Kepler-1986 b,2023,1.890
Kepler-1987 b,2023,1.230
Kepler-1987 c,2023,1.330
Kepler-1987 d,2023,2.660
Kepler-1987 e,2023,1.920
Kepler-1988 b,2023,1.530
Kepler-1989 b,2023,4.620
Kepler-199 b,2014,3.110
Kepler-199 c,2014,3.250
Kepler-1990 b,2023,3.270
Kepler-1990 c,2023,0.980
Kepler-1991 b,2023,1.470
Kepler-1991 c,2023,2.570
Kepler-1992 b,2023,0.910
Kepler-1993 b,2023,4.150
Kepler-1994 b,2023,0.510
Kepler-1995 b,2023,4.280
Kepler-1996 b,2023,2.260
Kepler-1996 c,2023,2.810
Kepler-1997 b,2023,2.280
Kepler-1998 b,2023,0.600
Kepler-1999 b,2023,3.290
Kepler-20 b,2011,1.773
Kepler-20 c,2011,2.894
Kepler-20 d,2011,2.606
Kepler-20 e,2011,0.821
Kepler-20 f,2011,0.952
Kepler-20 g,2016,4.710
Kepler-200 b,2014,2.130
Kepler-200 c,2014,1.590
Kepler-2000 b,2023,2.730
Kepler-2000 c,2023,1.570
Kepler-2001 b,2023,1.040
Kepler-2001 c,2023,1.820
Kepler-201 b,2014,2.460
Kepler-201 c,2014,2.850
Kepler-202 b,2014,1.630
Kepler-202 c,2014,1.850
Kepler-203 b,2014,2.570
Kepler-203 c,2014,2.470
Kepler-203 d,2014,1.440
Kepler-204 b,2014,2.530
Kepler-204 c,2014,1.790
Kepler-205 b,2014,1.510
Kepler-205 c,2014,1.640
Kepler-206 b,2014,1.200
Kepler-206 c,2014,1.770
Kepler-206 d,2014,1.190
Kepler-207 b,2014,1.570
Kepler-207 c,2014,1.500
Kepler-207 d,2014,3.310
Kepler-208 b,2014,1.630
Kepler-208 c,2014,1.390
Kepler-208 d,2014,1.200
Kepler-208 e,2014,1.480
Kepler-209 b,2014,2.260
Kepler-209 c,2014,3.100
Kepler-21 b,2012,1.639
Kepler-210 b,2014,2.940
Kepler-210 c,2014,3.620
Kepler-211 b,2014,1.260
Kepler-211 c,2014,1.290
Kepler-212 b,2014,1.090
Kepler-212 c,2014,2.740
Kepler-213 b,2014,1.620
Kepler-213 c,2014,2.340
Kepler-214 b,2014,2.610
Kepler-214 c,2014,2.130
Kepler-215 b,2014,1.620
Kepler-215 c,2014,1.770
Kepler-215 d,2014,2.390
Kepler-215 e,2014,1.750
Kepler-216 b,2014,2.350
Kepler-216 c,2014,3.040
Kepler-217 b,2014,2.230
Kepler-217 c,2014,1.850
Kepler-217 d,2016,1.320
Kepler-218 b,2014,1.480
Kepler-218 c,2014,3.140
Kepler-218 d,2016,2.660
Kepler-219 b,2014,2.950
Kepler-219 c,2014,3.580
Kepler-219 d,2014,2.810
Kepler-22 b,2011,2.100
Kepler-220 b,2014,0.810
Kepler-220 c,2014,1.570
Kepler-220 d,2014,0.980
Kepler-220 e,2014,1.330
Kepler-221 b,2014,1.710
Kepler-221 c,2014,2.930
Kepler-221 d,2014,2.730
Kepler-221 e,2014,2.630
Kepler-222 b,2014,3.160
Kepler-222 c,2014,4.640
Kepler-222 d,2014,3.690
Kepler-223 b,2014,2.990
Kepler-223 c,2014,3.440
Kepler-223 d,2014,5.240
Kepler-223 e,2014,4.600
Kepler-224 b,2014,1.390
Kepler-224 c,2014,3.120
Kepler-224 d,2014,2.300
Kepler-224 e,2014,1.970
Kepler-225 b,2014,1.200
Kepler-225 c,2014,1.840
Kepler-226 b,2014,1.550
Kepler-226 c,2014,2.270
Kepler-226 d,2014,1.220
Kepler-227 b,2014,3.110
Kepler-227 c,2014,3.040
Kepler-228 b,2014,1.530
Kepler-228 c,2014,2.700
Kepler-228 d,2014,4.040
Kepler-229 b,2014,2.200
Kepler-229 c,2014,4.920
Kepler-229 d,2014,3.850
Kepler-23 b,2011,1.638
Kepler-23 c,2011,3.005
Kepler-23 d,2014,2.206
Kepler-230 b,2014,4.260
Kepler-230 c,2014,2.040
Kepler-231 b,2014,1.730
Kepler-231 c,2014,1.930
Kepler-232 b,2014,3.080
Kepler-232 c,2014,3.830
Kepler-233 b,2014,2.430
Kepler-233 c,2014,2.710
Kepler-234 b,2014,3.700
Kepler-234 c,2014,3.510
Kepler-235 b,2014,2.230
Kepler-235 c,2014,1.280
Kepler-235 d,2014,2.050
Kepler-235 e,2014,2.220
Kepler-236 b,2014,1.570
Kepler-236 c,2014,2.000
Kepler-237 b,2014,1.410
Kepler-237 c,2014,2.080
Kepler-238 b,2014,1.730
Kepler-238 c,2014,2.390
Kepler-238 d,2014,3.070
Kepler-238 e,2013,5.600
Kepler-238 f,2013,2.000
Kepler-239 b,2014,2.330
Kepler-239 c,2014,2.510
Kepler-24 b,2011,2.348
Kepler-24 c,2011,2.514
Kepler-24 d,2014,1.670
Kepler-24 e,2014,2.780
Kepler-240 b,2014,1.370
Kepler-240 c,2014,2.200
Kepler-241 b,2014,2.330
Kepler-241 c,2014,2.570
Kepler-242 b,2014,2.610
Kepler-242 c,2014,2.000
Kepler-243 b,2014,2.450
Kepler-243 c,2014,1.990
Kepler-244 b,2014,2.760
Kepler-244 c,2014,2.050
Kepler-244 d,2014,2.310
Kepler-245 b,2014,2.570
Kepler-245 c,2014,2.180
Kepler-245 d,2014,3.030
Kepler-245 e,2016,1.750
Kepler-246 b,2014,2.340
Kepler-246 c,2014,1.500
Kepler-247 b,2014,1.640
Kepler-247 c,2014,4.090
Kepler-247 d,2014,3.940
Kepler-248 b,2014,3.020
Kepler-248 c,2014,4.070
Kepler-249 b,2014,1.090
Kepler-249 c,2014,1.510
Kepler-249 d,2014,1.570
Kepler-25 b,2011,2.748
Kepler-25 c,2011,5.217
Kepler-25 d,2014,10.000
Kepler-250 b,2014,1.130
Kepler-250 c,2014,2.280
Kepler-250 d,2014,2.180
Kepler-251 b,2014,1.330
Kepler-251 c,2014,2.770
Kepler-251 d,2014,2.770
Kepler-251 e,2014,2.770
Kepler-252 b,2014,1.230
Kepler-252 c,2014,2.150
Kepler-253 b,2014,1.630
Kepler-253 c,2014,2.650
Kepler-253 d,2014,3.170
Kepler-254 b,2014,3.870
Kepler-254 c,2014,2.150
Kepler-254 d,2014,2.500
Kepler-255 b,2014,1.550
Kepler-255 c,2014,2.990
Kepler-255 d,2016,1.320
Kepler-256 b,2014,1.590
Kepler-256 c,2014,2.150
Kepler-256 d,2014,2.480
Kepler-256 e,2014,2.350
Kepler-257 b,2014,2.610
Kepler-257 c,2014,5.410
Kepler-257 d,2014,4.950
Kepler-258 b,2014,4.060
Kepler-258 c,2014,3.610
Kepler-259 b,2014,2.800
Kepler-259 c,2014,2.700
Kepler-26 b,2011,2.780
Kepler-26 c,2011,2.720
Kepler-26 d,2014,1.070
Kepler-26 e,2014,2.410
Kepler-260 b,2014,2.010
Kepler-260 c,2014,1.740
Kepler-261 b,2014,2.180
Kepler-261 c,2014,2.000
Kepler-262 b,2014,1.360
Kepler-262 c,2014,1.640
Kepler-263 b,2014,2.670
Kepler-263 c,2014,2.470
Kepler-264 b,2014,3.330
Kepler-264 c,2014,2.830
Kepler-265 b,2014,1.860
Kepler-265 c,2014,2.630
Kepler-265 d,2014,2.490
Kepler-265 e,2014,2.590
Kepler-266 b,2014,2.480
Kepler-266 c,2014,3.890
Kepler-267 b,2014,1.980
Kepler-267 c,2014,2.130
Kepler-267 d,2014,2.270
Kepler-268 b,2014,2.550
Kepler-268 c,2014,3.380
Kepler-269 b,2014,2.470
Kepler-269 c,2014,1.690
Kepler-27 b,2011,4.000
Kepler-27 c,2011,4.900
Kepler-27 d,2021,2.706
Kepler-270 b,2014,2.010
Kepler-270 c,2014,1.770
Kepler-271 b,2014,1.230
Kepler-271 c,2014,0.950
Kepler-271 d,2016,0.660
Kepler-272 b,2014,1.430
Kepler-272 c,2014,1.790
Kepler-272 d,2014,2.250
Kepler-273 b,2014,1.500
Kepler-273 c,2014,1.980
Kepler-274 b,2014,1.540
Kepler-274 c,2014,1.840
Kepler-275 b,2014,2.340
Kepler-275 c,2014,3.380
Kepler-275 d,2014,3.330
Kepler-276 b,2014,2.870
Kepler-276 c,2013,2.900
Kepler-276 d,2013,2.800
Kepler-277 b,2013,2.920
Kepler-277 c,2013,3.360
Kepler-278 b,2014,4.070
Kepler-278 c,2014,3.590
Kepler-279 b,2014,3.620
Kepler-279 c,2013,4.300
Kepler-279 d,2013,3.100
Kepler-28 b,2011,1.959
Kepler-28 c,2011,1.857
Kepler-280 b,2014,1.450
Kepler-280 c,2014,2.010
Kepler-281 b,2014,2.820
Kepler-281 c,2014,5.310
Kepler-281 d,2021,5.937
Kepler-282 b,2014,1.010
Kepler-282 c,2014,1.200
Kepler-282 d,2013,2.460
Kepler-282 e,2013,3.100
Kepler-283 b,2014,2.130
Kepler-283 c,2014,1.820
Kepler-284 b,2014,2.240
Kepler-284 c,2014,2.610
Kepler-285 b,2014,1.340
Kepler-285 c,2014,1.120
Kepler-286 b,2014,1.240
Kepler-286 c,2014,1.370
Kepler-286 d,2014,1.330
Kepler-286 e,2014,1.770
Kepler-287 b,2014,2.330
Kepler-287 c,2014,3.260
Kepler-288 b,2014,1.670
Kepler-288 c,2014,2.850
Kepler-288 d,2014,2.670
Kepler-289 b,2014,2.490
Kepler-289 c,2014,11.230
Kepler-289 d,2014,3.030
Kepler-29 b,2011,2.550
Kepler-29 c,2011,2.340
Kepler-290 b,2014,2.250
Kepler-290 c,2014,2.700
Kepler-290 d,2023,0.860
Kepler-291 b,2014,2.160
Kepler-291 c,2014,1.880
Kepler-292 b,2014,1.320
Kepler-292 c,2014,1.470
Kepler-292 d,2014,2.230
Kepler-292 e,2014,2.670
Kepler-292 f,2014,2.350
Kepler-293 b,2014,3.070
Kepler-293 c,2014,3.830
Kepler-294 b,2014,1.770
Kepler-294 c,2014,2.710
Kepler-295 b,2014,1.220
Kepler-295 c,2014,1.170
Kepler-295 d,2014,1.360
Kepler-296 b,2014,1.610
Kepler-296 c,2014,2.000
Kepler-296 d,2014,2.090
Kepler-296 e,2014,1.530
Kepler-296 f,2014,1.800
Kepler-297 b,2014,2.870
Kepler-297 c,2014,6.540
Kepler-297 d,2023,32.600
Kepler-298 b,2014,1.960
Kepler-298 c,2014,1.930
Kepler-298 d,2014,2.500
Kepler-299 b,2014,1.320
Kepler-299 c,2014,2.650
Kepler-299 d,2014,1.860
Kepler-299 e,2014,1.870
Kepler-30 b,2012,3.900
Kepler-30 c,2012,12.300
Kepler-30 d,2012,8.800
Kepler-300 b,2014,1.670
Kepler-300 c,2014,2.250
Kepler-301 b,2014,1.350
Kepler-301 c,2014,1.350
Kepler-301 d,2014,1.750
Kepler-302 b,2014,4.060
Kepler-302 c,2014,12.450
Kepler-303 b,2014,0.890
Kepler-303 c,2014,1.140
Kepler-304 b,2014,2.860
Kepler-304 c,2014,2.170
Kepler-304 d,2014,2.750
Kepler-304 e,2016,1.200
Kepler-305 b,2013,3.600
Kepler-305 c,2013,3.300
Kepler-305 d,2014,2.760
Kepler-305 e,2020,1.794
Kepler-306 b,2014,1.520
Kepler-306 c,2014,2.350
Kepler-306 d,2014,2.470
Kepler-306 e,2014,2.270
Kepler-307 b,2013,2.430
Kepler-307 c,2013,2.200
Kepler-308 b,2014,2.120
Kepler-308 c,2014,2.160
Kepler-309 b,2014,1.560
Kepler-309 c,2014,2.510
Kepler-31 b,2011,5.500
Kepler-31 c,2011,5.300
Kepler-31 d,2014,3.900
Kepler-310 b,2014,1.190
Kepler-310 c,2014,3.380
Kepler-310 d,2014,2.470
Kepler-311 b,2014,1.700
Kepler-311 c,2014,1.430
Kepler-311 d,2023,2.050
Kepler-312 b,2014,1.290
Kepler-312 c,2014,3.150
Kepler-313 b,2014,2.530
Kepler-313 c,2014,2.570
Kepler-314 b,2014,0.830
Kepler-314 c,2014,2.900
Kepler-315 b,2014,3.770
Kepler-315 c,2014,4.150
Kepler-316 b,2014,1.060
Kepler-316 c,2014,1.160
Kepler-317 b,2014,2.090
Kepler-317 c,2014,1.720
Kepler-318 b,2014,4.710
Kepler-318 c,2014,3.680
Kepler-319 b,2014,1.630
Kepler-319 c,2014,2.630
Kepler-319 d,2014,2.290
Kepler-32 b,2011,2.200
Kepler-32 c,2011,2.000
Kepler-32 d,2012,2.700
Kepler-32 e,2012,1.500
Kepler-32 f,2012,0.820
Kepler-320 b,2014,1.140
Kepler-320 c,2014,1.370
Kepler-321 b,2014,1.770
Kepler-321 c,2014,2.320
Kepler-322 b,2014,1.010
Kepler-322 c,2014,1.670
Kepler-323 b,2014,1.381
Kepler-323 c,2014,1.570
Kepler-324 b,2014,1.140
Kepler-324 c,2014,3.150
Kepler-324 e,2021,2.039
Kepler-325 b,2014,2.910
Kepler-325 c,2014,2.540
Kepler-325 d,2014,2.790
Kepler-326 b,2014,1.520
Kepler-326 c,2014,1.400
Kepler-326 d,2014,1.210
Kepler-327 b,2014,1.110
Kepler-327 c,2014,1.030
Kepler-327 d,2014,1.730
Kepler-328 b,2013,2.300
Kepler-328 c,2013,5.400
Kepler-329 b,2014,1.400
Kepler-329 c,2014,1.930
Kepler-33 b,2011,1.740
Kepler-33 c,2011,3.200
Kepler-33 d,2011,5.350
Kepler-33 e,2011,4.020
Kepler-33 f,2011,4.460
Kepler-330 b,2014,1.350
Kepler-330 c,2014,1.950
Kepler-331 b,2014,1.820
Kepler-331 c,2014,1.840
Kepler-331 d,2014,1.640
Kepler-332 b,2014,1.170
Kepler-332 c,2014,1.090
Kepler-332 d,2014,1.180
Kepler-333 b,2014,1.320
Kepler-333 c,2014,1.110
Kepler-334 b,2014,1.120
Kepler-334 c,2014,1.430
Kepler-334 d,2014,1.410
Kepler-335 b,2014,3.390
Kepler-335 c,2014,3.070
Kepler-336 b,2014,1.020
Kepler-336 c,2014,2.100
Kepler-336 d,2014,2.370
Kepler-337 b,2014,1.540
Kepler-337 c,2014,2.050
Kepler-338 b,2014,2.440
Kepler-338 c,2014,2.340
Kepler-338 d,2014,3.000
Kepler-338 e,2014,1.560
Kepler-339 b,2014,1.420
Kepler-339 c,2014,1.150
Kepler-339 d,2014,1.170
Kepler-34 b,2011,8.564
Kepler-340 b,2014,2.530
Kepler-340 c,2014,3.370
Kepler-341 b,2014,1.180
Kepler-341 c,2014,1.700
Kepler-341 d,2014,1.850
Kepler-341 e,2014,1.990
Kepler-342 b,2014,2.250
Kepler-342 c,2014,1.960
Kepler-342 d,2014,2.490
Kepler-342 e,2016,0.880
Kepler-343 b,2014,2.410
Kepler-343 c,2014,2.020
Kepler-344 b,2014,2.610
Kepler-344 c,2014,2.950
Kepler-345 b,2014,0.740
Kepler-345 c,2014,1.200
Kepler-346 b,2014,2.660
Kepler-346 c,2014,3.070
Kepler-347 b,2014,1.970
Kepler-347 c,2014,1.750
Kepler-347 d,2023,3.040
Kepler-348 b,2014,1.520
Kepler-348 c,2014,1.330
Kepler-349 b,2014,1.900
Kepler-349 c,2014,1.960
Kepler-35 b,2011,8.160
Kepler-350 b,2014,1.850
Kepler-350 c,2013,3.100
Kepler-350 d,2013,2.800
Kepler-351 b,2014,3.060
Kepler-351 c,2014,3.190
Kepler-351 d,2016,2.720
Kepler-352 b,2014,0.860
Kepler-352 c,2014,1.240
Kepler-352 d,2021,0.806
Kepler-353 b,2014,0.890
Kepler-353 c,2014,1.380
Kepler-354 b,2014,1.840
Kepler-354 c,2014,1.310
Kepler-354 d,2014,1.240
Kepler-355 b,2014,1.460
Kepler-355 c,2014,2.710
Kepler-356 b,2014,1.570
Kepler-356 c,2014,1.810
Kepler-357 b,2014,1.840
Kepler-357 c,2014,2.670
Kepler-357 d,2014,3.430
Kepler-358 b,2014,2.720
Kepler-358 c,2014,2.850
Kepler-359 b,2014,3.530
Kepler-359 c,2014,4.300
Kepler-359 d,2014,4.010
Kepler-36 b,2012,1.498
Kepler-36 c,2012,3.679
Kepler-360 b,2014,1.650
Kepler-360 c,2014,2.100
Kepler-361 b,2014,1.450
Kepler-361 c,2014,2.520
Kepler-362 b,2014,0.880
Kepler-362 c,2014,1.450
Kepler-363 b,2014,1.160
Kepler-363 c,2014,1.690
Kepler-363 d,2014,2.050
Kepler-364 b,2014,1.550
Kepler-364 c,2014,2.150
Kepler-365 b,2014,2.040
Kepler-365 c,2014,1.640
Kepler-366 b,2014,1.460
Kepler-366 c,2014,1.790
Kepler-367 b,2014,1.300
Kepler-367 c,2014,1.200
Kepler-368 b,2014,3.260
Kepler-368 c,2014,3.880
Kepler-369 b,2014,1.130
Kepler-369 c,2014,1.410
Kepler-37 b,2013,0.310
Kepler-37 c,2013,0.755
Kepler-37 d,2013,2.030
Kepler-37 e,2014,0.370
Kepler-370 b,2014,1.590
Kepler-370 c,2014,1.910
Kepler-371 b,2014,1.890
Kepler-371 c,2014,1.780
Kepler-372 b,2014,1.360
Kepler-372 c,2014,2.090
Kepler-372 d,2014,1.690
Kepler-373 b,2014,1.360
Kepler-373 c,2014,1.240
Kepler-374 b,2014,1.030
Kepler-374 c,2014,1.100
Kepler-374 d,2014,1.310
Kepler-375 b,2014,1.450
Kepler-375 c,2014,2.650
Kepler-376 b,2014,1.070
Kepler-376 c,2014,1.790
Kepler-377 b,2014,1.390
Kepler-377 c,2014,2.060
Kepler-378 b,2014,0.750
Kepler-378 c,2014,0.700
Kepler-379 b,2014,1.660
Kepler-379 c,2014,2.290
Kepler-38 b,2012,4.300
Kepler-380 b,2014,1.190
Kepler-380 c,2014,1.270
Kepler-381 b,2014,0.990
Kepler-381 c,2014,1.120
Kepler-381 d,2021,1.067
Kepler-382 b,2014,1.320
Kepler-382 c,2014,1.590
Kepler-383 b,2014,1.320
Kepler-383 c,2014,1.240
Kepler-384 b,2014,1.120
Kepler-384 c,2014,1.130
Kepler-385 b,2014,2.730
Kepler-385 c,2014,3.040
Kepler-385 d,2020,2.619
Kepler-386 b,2014,1.390
Kepler-386 c,2014,1.580
Kepler-387 b,2014,1.030
Kepler-387 c,2014,0.890
Kepler-388 b,2014,0.810
Kepler-388 c,2014,0.860
Kepler-389 b,2014,1.510
Kepler-389 c,2014,1.460
Kepler-39 b,2011,13.900
Kepler-390 b,2014,0.820
Kepler-390 c,2014,0.790
Kepler-391 b,2014,3.200
Kepler-391 c,2014,3.540
Kepler-392 b,2014,1.000
Kepler-392 c,2014,1.100
Kepler-393 b,2014,1.290
Kepler-393 c,2014,1.330
Kepler-394 b,2014,1.600
Kepler-394 c,2014,1.660
Kepler-394 d,2021,1.501
Kepler-395 b,2014,1.030
Kepler-395 c,2014,1.320
Kepler-396 b,2013,3.500
Kepler-396 c,2013,5.300
Kepler-397 b,2014,2.460
Kepler-397 c,2014,6.180
Kepler-398 b,2014,0.930
Kepler-398 c,2014,1.010
Kepler-398 d,2016,0.880
Kepler-399 b,2014,0.960
Kepler-399 c,2014,1.430
Kepler-399 d,2014,1.890
Kepler-4 b,2009,4.002
Kepler-40 b,2010,13.110
Kepler-400 b,2014,1.650
Kepler-400 c,2014,1.490
Kepler-401 b,2014,1.710
Kepler-401 c,2014,2.150
Kepler-401 d,2016,2.270
Kepler-402 b,2014,1.220
Kepler-402 c,2014,1.560
Kepler-402 d,2014,1.380
Kepler-402 e,2014,1.460
Kepler-403 b,2014,1.250
Kepler-403 c,2014,1.750
Kepler-403 d,2016,1.420
Kepler-404 b,2014,1.270
Kepler-404 c,2014,1.720
Kepler-405 b,2014,2.080
Kepler-405 c,2014,4.660
Kepler-406 b,2014,1.430
Kepler-406 c,2014,0.850
Kepler-407 b,2014,1.070
Kepler-407 c,2014,12.300
Kepler-408 b,2014,0.820
Kepler-409 b,2014,1.199
Kepler-41 b,2011,14.460
Kepler-410 A b,2013,2.838
Kepler-411 b,2013,2.401
Kepler-411 c,2016,4.421
Kepler-411 d,2018,3.319
Kepler-411 e,2018,3.280
Kepler-412 b,2014,15.031
Kepler-413 b,2014,4.347
Kepler-414 b,2014,1.710
Kepler-414 c,2014,3.010
Kepler-415 b,2014,1.210
Kepler-415 c,2014,2.010
Kepler-416 b,2014,2.480
Kepler-416 c,2014,2.352
Kepler-416 d,2023,1.610
Kepler-417 b,2014,2.310
Kepler-417 c,2014,2.690
Kepler-418 b,2014,13.450
Kepler-418 c,2021,5.221
Kepler-419 b,2014,10.800
Kepler-419 c,2014,12.600
Kepler-42 b,2011,0.780
Kepler-42 c,2011,0.730
Kepler-42 d,2011,0.570
Kepler-421 b,2014,4.160
Kepler-422 b,2014,12.890
Kepler-423 b,2014,13.361
Kepler-424 b,2014,9.980
Kepler-424 c,2014,12.700
Kepler-425 b,2014,10.962
Kepler-426 b,2014,12.220
Kepler-427 b,2014,13.790
Kepler-428 b,2014,12.110
Kepler-43 b,2011,13.664
Kepler-430 b,2015,3.250
Kepler-430 c,2015,1.750
Kepler-431 b,2015,0.764
Kepler-431 c,2015,0.668
Kepler-431 d,2015,1.110
Kepler-432 b,2015,12.834
Kepler-432 c,2015,13.300
Kepler-433 b,2015,16.250
Kepler-434 b,2015,12.670
Kepler-435 b,2015,22.310
Kepler-436 b,2015,2.730
Kepler-436 c,2016,2.330
Kepler-437 b,2015,2.140
Kepler-438 b,2015,1.120
Kepler-439 b,2015,2.240
Kepler-44 b,2011,12.220
Kepler-440 b,2015,1.860
Kepler-441 b,2015,1.640
Kepler-442 b,2015,1.340
Kepler-443 b,2015,2.330
Kepler-444 b,2015,0.403
Kepler-444 c,2015,0.497
Kepler-444 d,2015,0.530
Kepler-444 e,2015,0.546
Kepler-444 f,2015,0.741
Kepler-445 b,2015,1.580
Kepler-445 c,2015,2.510
Kepler-445 d,2015,1.250
Kepler-446 b,2015,1.500
Kepler-446 c,2015,1.110
Kepler-446 d,2015,1.350
Kepler-447 b,2015,18.490
Kepler-448 c,2017,12.000
Kepler-449 b,2015,2.056
Kepler-449 c,2015,2.764
Kepler-45 b,2011,10.760
Kepler-450 b,2015,6.140
Kepler-450 c,2015,2.620
Kepler-450 d,2015,0.837
Kepler-451 c,2022,13.500
Kepler-451 d,2022,13.500
Kepler-452 b,2015,1.630
Kepler-453 b,2015,6.204
Kepler-454 b,2015,2.370
Kepler-454 c,2015,12.900
Kepler-454 d,2023,13.300
Kepler-457 d,2021,2.985
Kepler-458 c,2016,4.200
Kepler-46 b,2012,9.057
Kepler-46 c,2012,13.500
Kepler-46 d,2014,1.640
Kepler-460 c,2016,5.520
Kepler-461 b,2016,2.580
Kepler-462 b,2016,3.000
Kepler-462 c,2020,4.000
Kepler-463 b,2016,3.050
Kepler-464 b,2016,3.300
Kepler-465 b,2016,2.950
Kepler-466 b,2016,2.850
Kepler-466 c,2016,1.250
Kepler-467 b,2016,2.250
Kepler-468 b,2016,13.340
Kepler-47 b,2012,3.050
Kepler-47 c,2012,4.650
Kepler-47 d,2019,7.040
Kepler-471 b,2016,14.960
Kepler-472 b,2016,3.220
Kepler-473 b,2016,4.080
Kepler-474 b,2016,3.060
Kepler-475 b,2016,2.490
Kepler-476 b,2016,3.080
Kepler-477 b,2016,2.070
Kepler-478 b,2016,2.710
Kepler-479 b,2016,2.120
Kepler-48 b,2012,1.880
Kepler-48 c,2012,2.710
Kepler-48 d,2014,2.040
Kepler-48 e,2014,13.400
Kepler-48 f,2023,13.800
Kepler-480 b,2016,2.780
Kepler-481 b,2016,2.500
Kepler-482 b,2016,2.360
Kepler-483 b,2016,3.210
Kepler-484 b,2016,2.280
Kepler-485 b,2016,14.410
Kepler-487 b,2016,11.420
Kepler-487 c,2016,2.680
Kepler-487 d,2021,2.775
Kepler-489 b,2016,7.720
Kepler-49 b,2012,2.579
Kepler-49 c,2012,2.444
